protein id,ORIGIN,Protein description,PH7.85R1,PH7.85R2,PH7.85R3,PH8.15R1,PH8.15R2,PH8.15R3,PH8.45R1,PH8.45R2,PH8.45R3,fold1,fold2,Subcellular localization,Biological Process,Cellular Component,Molecular Function,KEGG KO No.,KEGG Gene,KEGG pathway,IPR ID,Domain description
c189945_g1_orf1,coral,len=496  frame:2  start:227  end:1714  RecName: Full=Toxin PsTX-60A Flags: Precursor [Phyllodiscus semoni]&gt;gi|60729550|pir||JC7877 toxin-60A - Okinawan sea anemone (Phyllodiscus semoni kwietniewski)&gt;gi|21623675|dbj|BAC00946.1| PsTX-60A [Phyllodiscus semoni],0.682,0.62,0.832,0.979,0.951,0.997,1.369,1.277,1.344,0.729074137,0.609273183,extracellular,,,,,,,IPR020864; ,Membrane attack complex component/perforin (MACPF) domain; 
c210905_g2_orf1,coral,len=303  frame:3  start:201  end:1109  predicted protein [Nematostella vectensis]&gt;gi|156228881|gb|EDO49678.1| predicted protein [Nematostella vectensis],0.714,0.691,0.777,1.056,0.974,0.983,1.489,1.387,1.449,0.724195154,0.583583815,cytoplasm,,,GO:0043169 cation binding; GO:0046872 metal ion binding; GO:0008270 zinc ion binding; GO:0046914 transition metal ion binding; GO:0005488 binding; GO:0043167 ion binding; ,,,,IPR001781; IPR010442; ,"Zinc finger, LIM-type; PET domain; "
c209310_g2_orf1,coral,len=575  frame:-2  start:1887  end:163  predicted protein [Nematostella vectensis]&gt;gi|156220292|gb|EDO41162.1| predicted protein [Nematostella vectensis],0.729,0.709,0.737,1.099,1.043,1.068,1.31,1.53,1.245,0.677570093,0.623011016,"cytoplasm,nucleus",GO:0008152 metabolic process; GO:0005975 carbohydrate metabolic process; GO:0044238 primary metabolic process; GO:0071704 organic substance metabolic process; ,GO:0005576 extracellular region; ,GO:0030246 carbohydrate binding; GO:0016829 lyase activity; GO:0003824 catalytic activity; GO:0005488 binding; ,,,,IPR011013; IPR011071; IPR014718; IPR004103; IPR003159; ,"Galactose mutarotase-like domain; Polysaccharide lyase family 8-like, C-terminal; Glycoside hydrolase-type carbohydrate-binding; Polysaccharide lyase family 8, C-terminal; Polysaccharide lyase family 8, central domain; "
c204585_g1_orf1,coral,"len=438  frame:1  start:1933  end:3246  PREDICTED: glycine amidinotransferase, mitochondrial [Chaetura pelagica]",0.556,0.468,0.434,0.843,0.603,0.888,1.489,1.599,1.363,0.624678663,0.392046731,mitochondria,,,,K00613,GATM; glycine amidinotransferase [EC:2.1.4.1],"ko00330 Arginine and proline metabolism; ko00260 Glycine, serine and threonine metabolism; ko01100 Metabolic pathways; ",,
c175845_g1_orf1,coral,len=219  frame:-1  start:858  end:202  NEP-16 [Nematostella vectensis],0.587,0.626,0.568,0.937,1.001,0.979,1.475,1.723,1.455,0.610558793,0.457984096,extracellular,,GO:0005576 extracellular region; ,,,,,IPR034113; IPR014044; ,"Golgi-associated plant pathogenesis-related protein 1, SCP domain; CAP domain; "
c188402_g1_orf1,coral,len=227  frame:1  start:1  end:681  PREDICTED: apolipoprotein D-like [Crassostrea gigas],0.509,0.536,0.566,0.84,0.891,0.922,1.246,1.599,1.583,0.60723709,0.438572719,cytoplasm,,,,,,,IPR012674; IPR000566; IPR011038; ,Calycin; Lipocalin/cytosolic fatty-acid binding domain; Calycin-like; 
c174496_g1_orf1,coral,len=60  frame:2  start:2  end:181  green fluorescent protein G6 [synthetic construct],0.547,0.558,0.6,1.01,0.916,0.925,1.593,1.739,1.732,0.598035777,0.428120063,cytoplasm,,,,K05449,VEGFC_D; vascular endothelial growth factor C/D,ko04060 Cytokine-cytokine receptor interaction; ko04933 AGE-RAGE signaling pathway in diabetic complications; ko04151 PI3K-Akt signaling pathway; ko05200 Pathways in cancer; ko04510 Focal adhesion; ko04926 Relaxin signaling pathway; ko04015 Rap1 signaling pathway; ko04014 Ras signaling pathway; ko04010 MAPK signaling pathway; ,IPR009017; IPR023413; ,Green fluorescent protein; Green fluorescent protein-like; 
c189403_g1_orf1,coral,len=215  frame:-1  start:1010  end:366  NADPH--quinone reductase [Thermus scotoductus],0.388,,,,0.558,0.837,1.547,1.747,1.376,0.556272401,#DIV/0!,cytoplasm,GO:0044699 single-organism process; GO:0008152 metabolic process; GO:0055114 oxidation-reduction process; GO:0044710 single-organism metabolic process; ,,GO:0046914 transition metal ion binding; GO:0003824 catalytic activity; GO:0005488 binding; GO:0043167 ion binding; GO:0046872 metal ion binding; GO:0043169 cation binding; GO:0008270 zinc ion binding; GO:0016491 oxidoreductase activity; ,K10133,TP53I3; tumor protein p53-inducible protein 3 [EC:1.-.-.-],ko04115 p53 signaling pathway; ,IPR011032; IPR020843; IPR016040; IPR013154; ,"GroES-like; Polyketide synthase, enoylreductase domain; NAD(P)-binding domain; Alcohol dehydrogenase, N-terminal; "
c212932_g1_orf1,coral,len=2004  frame:-2  start:6454  end:443  predicted protein [Nematostella vectensis]&gt;gi|156211771|gb|EDO32863.1| predicted protein [Nematostella vectensis],0.444,0.433,0.388,0.821,0.789,0.813,2,1.926,1.871,0.522080066,0.283249957,cytoplasm,,,,,,,IPR001623; IPR003594; IPR007842; ,"DnaJ domain; Histidine kinase-like ATPase, C-terminal domain; HEPN domain; "
c153577_g1_orf1,coral,len=85  frame:-2  start:255  end:1  green fluorescent protein [Montastraea cavernosa],0.358,0.39,0.418,0.946,0.823,0.915,1.784,1.947,1.83,0.43442623,0.315410897,cytoplasm,GO:0008218 bioluminescence; GO:0008152 metabolic process; GO:0044237 cellular metabolic process; GO:0009987 cellular process; ,,,,,,IPR009017; IPR023413; ,Green fluorescent protein; Green fluorescent protein-like; 
c213474_g3_orf1,coral,len=1378  frame:2  start:2  end:4135  predicted protein [Nematostella vectensis]&gt;gi|156226190|gb|EDO47001.1| predicted protein [Nematostella vectensis],0.209,0.169,0.249,0.743,0.841,0.889,1.982,1.84,2.677,0.253538213,0.178642868,peroxisome,GO:0050794 regulation of cellular process; GO:0044700 single organism signaling; GO:0051716 cellular response to stimulus; GO:0007165 signal transduction; GO:0050789 regulation of biological process; GO:0007154 cell communication; GO:0035556 intracellular signal transduction; GO:0044699 single-organism process; GO:0007264 small GTPase mediated signal transduction; GO:0023052 signaling; GO:0050896 response to stimulus; GO:0009987 cellular process; GO:0065007 biological regulation; ,,GO:0003723 RNA binding; GO:1901265 nucleoside phosphate binding; GO:0001882 nucleoside binding; GO:0043167 ion binding; GO:0000166 nucleotide binding; GO:1901363 heterocyclic compound binding; GO:0097159 organic cyclic compound binding; GO:0032549 ribonucleoside binding; GO:0097367 carbohydrate derivative binding; GO:0032553 ribonucleotide binding; GO:0005488 binding; GO:0003676 nucleic acid binding; GO:0032550 purine ribonucleoside binding; GO:0043168 anion binding; GO:0032555 purine ribonucleotide binding; GO:0032561 guanyl ribonucleotide binding; GO:0001883 purine nucleoside binding; GO:0019001 guanyl nucleotide binding; GO:0005525 GTP binding; GO:0017076 purine nucleotide binding; GO:0036094 small molecule binding; GO:0035639 purine ribonucleoside triphosphate binding; ,,,,IPR004087; IPR004088; IPR032171; IPR027417; IPR013684; ,"K Homology domain; K Homology domain, type 1; C-terminal of Roc (COR) domain; P-loop containing nucleoside triphosphate hydrolase; Mitochondrial Rho-like; "
c195297_g2_orf1,coral,len=181  frame:2  start:38  end:580  predicted protein [Nematostella vectensis]&gt;gi|156214809|gb|EDO35786.1| predicted protein [Nematostella vectensis],0.848,0.765,0.96,0.901,0.902,0.825,1.306,1.294,1.305,0.979071537,0.672471191,extracellular,,,,,,,,
c206242_g1,coral,len=86  start:1593  end:1849 minus strand,0.771,0.932,0.796,0.799,1.063,0.853,1.553,1.326,1.118,0.920441989,0.632224168,cytoplasm,,,,K14453,,,IPR002645; ,STAS domain; 
c206462_g1_orf1,coral,"len=304  frame:2  start:38  end:949  predicted protein [Nematostella vectensis]&gt;gi|156210550|gb|EDO31718.1| predicted protein, partial [Nematostella vectensis]",0.835,0.827,0.867,0.928,0.811,1.02,1.272,1.384,1.259,0.916636462,0.669731801,endoplasmic reticulum,,,GO:0098599 palmitoyl hydrolase activity; GO:0016787 hydrolase activity; GO:0003824 catalytic activity; ,,,,IPR029058; ,Alpha/Beta hydrolase fold; 
c199181_g1_orf1,coral,len=125  frame:3  start:42  end:416  predicted protein [Nematostella vectensis]&gt;gi|156210477|gb|EDO31649.1| predicted protein [Nematostella vectensis],0.862,0.806,0.848,0.894,0.917,0.965,1.16,1.288,1.469,0.906340058,0.65049783,extracellular,GO:0050794 regulation of cellular process; GO:0042592 homeostatic process; GO:0065008 regulation of biological quality; GO:0050789 regulation of biological process; GO:0045454 cell redox homeostasis; GO:0044763 single-organism cellular process; GO:0019725 cellular homeostasis; GO:0044699 single-organism process; GO:0009987 cellular process; GO:0065007 biological regulation; ,,"GO:0015035 protein disulfide oxidoreductase activity; GO:0016667 oxidoreductase activity, acting on a sulfur group of donors; GO:0015036 disulfide oxidoreductase activity; GO:0009055 electron carrier activity; GO:0003824 catalytic activity; GO:0016491 oxidoreductase activity; ",,,,IPR002109; IPR011899; IPR014025; IPR012336; ,"Glutaredoxin; Glutaredoxin, eukaryotic/virial; Glutaredoxin subgroup; Thioredoxin-like fold; "
c192971_g1_orf1,coral,len=180  frame:2  start:407  end:946  hypothetical protein [Paucisalibacillus sp. EB02],0.998,0.806,0.713,0.624,0.575,0.488,1.676,1.882,1.672,1.491997629,0.409751434,extracellular,,,,,,,,
c199545_g1_orf1,coral,len=712  frame:-3  start:2509  end:374  Neurotrypsin [Crassostrea gigas],0.915,0.923,1.008,0.694,0.652,0.622,1.35,1.407,1.408,1.446138211,0.630252101,cytoplasm,,,,,,,IPR003582; IPR002035; ,"ShKT domain; von Willebrand factor, type A; "
c171429_g1_orf1,coral,len=200  frame:1  start:1  end:600  predicted protein [Nematostella vectensis]&gt;gi|156221911|gb|EDO42761.1| predicted protein [Nematostella vectensis],0.939,0.851,1.002,0.662,0.64,0.678,1.462,1.495,1.487,1.41010101,0.565931593,extracellular,GO:0006508 proteolysis; GO:0008152 metabolic process; GO:0043170 macromolecule metabolic process; GO:0019538 protein metabolic process; GO:0044238 primary metabolic process; GO:0071704 organic substance metabolic process; ,,"GO:0004252 serine-type endopeptidase activity; GO:0004175 endopeptidase activity; GO:0008233 peptidase activity; GO:0003824 catalytic activity; GO:0017171 serine hydrolase activity; GO:0008236 serine-type peptidase activity; GO:0070011 peptidase activity, acting on L-amino acid peptides; GO:0016787 hydrolase activity; ",,,,IPR009003; IPR001254; ,"Peptidase S1, PA clan; Serine proteases, trypsin domain; "
c197367_g1_orf1,coral,len=265  frame:-3  start:1104  end:310  predicted protein [Nematostella vectensis]&gt;gi|156210589|gb|EDO31753.1| predicted protein [Nematostella vectensis],0.906,0.928,0.923,0.687,0.645,0.66,1.395,1.421,1.29,1.384036145,0.618119825,cytoplasm,,,GO:0008289 lipid binding; GO:1901981 phosphatidylinositol phosphate binding; GO:0043168 anion binding; GO:0070273 phosphatidylinositol-4-phosphate binding; GO:0005488 binding; GO:0005543 phospholipid binding; GO:0035091 phosphatidylinositol binding; GO:0043167 ion binding; ,,,,,
c209016_g2_orf1,coral,len=1414  frame:1  start:1  end:4242  predicted protein [Nematostella vectensis]&gt;gi|156226121|gb|EDO46933.1| predicted protein [Nematostella vectensis],1.033,0.974,0.924,0.783,0.68,0.677,1.342,1.448,1.403,1.369626168,0.639398998,cytoplasm,,,,,,,IPR006585; IPR000772; IPR008979; ,"Fucolectin tachylectin-4 pentraxin-1; Ricin B, lectin domain; Galactose-binding domain-like; "
c195545_g1_orf1,coral,len=616  frame:3  start:81  end:1928  hypothetical protein PTSG_10931 [Salpingoeca rosetta]&gt;gi|326434685|gb|EGD80255.1| hypothetical protein PTSG_10931 [Salpingoeca rosetta],0.956,0.933,0.954,0.679,0.652,0.765,1.471,1.345,1.384,1.35639313,0.610952381,extracellular,,,"GO:0003796 lysozyme activity; GO:0004553 hydrolase activity, hydrolyzing O-glycosyl compounds; GO:0016787 hydrolase activity; GO:0003824 catalytic activity; GO:0061783 peptidoglycan muralytic activity; GO:0016798 hydrolase activity, acting on glycosyl bonds; ",,,,IPR023347; IPR031922; IPR023346; IPR002035; ,"Lysozyme domain; Bacterial toxin homologue of phage lysozyme, C-terminal; Lysozyme-like domain; von Willebrand factor, type A; "
c188912_g1,coral,len=146  start:140  end:578 minus strand,0.9,0.645,0.623,0.394,0.776,0.517,1.746,1.941,1.809,1.285121517,0.302401747,plasma membrane,,,,K08333,"PIK3R4; phosphoinositide-3-kinase, regulatory subunit 4 [EC:2.7.11.1]",ko04136 Autophagy - other; ko04138 Autophagy - yeast; ko04371 Apelin signaling pathway; ko04140 Autophagy - animal; ,,
c200290_g1_orf1,coral,len=583  frame:-2  start:1814  end:66  predicted protein [Nematostella vectensis]&gt;gi|156226393|gb|EDO47203.1| predicted protein [Nematostella vectensis],0.993,0.927,0.904,0.653,0.686,0.869,1.257,1.434,1.514,1.278985507,0.590725327,extracellular,GO:0006508 proteolysis; GO:0008152 metabolic process; GO:0043170 macromolecule metabolic process; GO:0019538 protein metabolic process; GO:0044238 primary metabolic process; GO:0071704 organic substance metabolic process; ,,"GO:0004252 serine-type endopeptidase activity; GO:0004175 endopeptidase activity; GO:0008233 peptidase activity; GO:0003824 catalytic activity; GO:0017171 serine hydrolase activity; GO:0008236 serine-type peptidase activity; GO:0070011 peptidase activity, acting on L-amino acid peptides; GO:0016787 hydrolase activity; ",,,,IPR009003; IPR001254; IPR003582; ,"Peptidase S1, PA clan; Serine proteases, trypsin domain; ShKT domain; "
c136533_g1_orf1,coral,len=85  frame:2  start:2  end:256  predicted protein [Nematostella vectensis]&gt;gi|156220108|gb|EDO40980.1| predicted protein [Nematostella vectensis],0.818,1.008,0.699,0.487,0.65,0.841,1.494,1.545,1.75,1.276541962,0.458133222,cytoplasm,GO:0050794 regulation of cellular process; GO:0044700 single organism signaling; GO:0051716 cellular response to stimulus; GO:0007165 signal transduction; GO:0050789 regulation of biological process; GO:0007154 cell communication; GO:0035556 intracellular signal transduction; GO:0044699 single-organism process; GO:0007264 small GTPase mediated signal transduction; GO:0023052 signaling; GO:0050896 response to stimulus; GO:0009987 cellular process; GO:0065007 biological regulation; ,,GO:1901265 nucleoside phosphate binding; GO:0001882 nucleoside binding; GO:0043167 ion binding; GO:0000166 nucleotide binding; GO:0097159 organic cyclic compound binding; GO:1901363 heterocyclic compound binding; GO:0032549 ribonucleoside binding; GO:0097367 carbohydrate derivative binding; GO:0032553 ribonucleotide binding; GO:0005488 binding; GO:0032550 purine ribonucleoside binding; GO:0043168 anion binding; GO:0032555 purine ribonucleotide binding; GO:0001883 purine nucleoside binding; GO:0032561 guanyl ribonucleotide binding; GO:0019001 guanyl nucleotide binding; GO:0005525 GTP binding; GO:0017076 purine nucleotide binding; GO:0036094 small molecule binding; GO:0035639 purine ribonucleoside triphosphate binding; ,,,,IPR005225; IPR027417; ,Small GTP-binding protein domain; P-loop containing nucleoside triphosphate hydrolase; 
c209480_g1_orf1,coral,"len=332  frame:3  start:405  end:1400  predicted protein [Nematostella vectensis]&gt;gi|156226927|gb|EDO47734.1| predicted protein, partial [Nematostella vectensis]",0.756,0.811,0.717,0.566,0.592,0.648,1.754,1.928,1.578,1.264673311,0.398098859,cytoplasm,,,,,,,IPR023214; ,HAD-like domain; 
c201209_g1_orf1,coral,len=94  frame:1  start:1  end:282  Large proline-rich protein BAT3 [Crassostrea gigas],0.94,0.988,0.967,0.863,0.727,0.725,1.188,1.463,1.321,1.250539957,0.709466264,nucleus,,,,K08421,,,,
c188832_g1_orf1,coral,len=156  frame:-2  start:1671  end:1204  predicted protein [Nematostella vectensis]&gt;gi|156226577|gb|EDO47386.1| predicted protein [Nematostella vectensis],0.866,0.955,0.882,0.74,0.749,0.675,1.384,1.335,1.41,1.249075786,0.624122063,cytoplasm,,,GO:0043169 cation binding; GO:0046872 metal ion binding; GO:0005509 calcium ion binding; GO:0005488 binding; GO:0043167 ion binding; ,,,,IPR002048; IPR011992; ,EF-hand domain; EF-hand domain pair; 
c210333_g1_orf2,coral,len=161  frame:-1  start:3079  end:2597  predicted protein [Nematostella vectensis]&gt;gi|156221575|gb|EDO42428.1| predicted protein [Nematostella vectensis],1.016,0.905,0.901,0.716,0.732,0.856,1.333,1.262,1.335,1.224826389,0.64173028,cytoplasm,GO:0006950 response to stress; GO:0050896 response to stimulus; ,,,,,,IPR006016; IPR014729; ,UspA; Rossmann-like alpha/beta/alpha sandwich fold; 
c199678_g1_orf1,coral,len=169  frame:-1  start:1496  end:990  predicted protein [Nematostella vectensis]&gt;gi|156222011|gb|EDO42860.1| predicted protein [Nematostella vectensis],,1.221,0.774,0.607,0.868,0.967,1.083,1.456,1.275,1.225429975,0.682223388,cytoplasm,GO:0043632 modification-dependent macromolecule catabolic process; GO:0044265 cellular macromolecule catabolic process; GO:0051603 proteolysis involved in cellular protein catabolic process; GO:0044257 cellular protein catabolic process; GO:0019941 modification-dependent protein catabolic process; GO:0044267 cellular protein metabolic process; GO:0006511 ubiquitin-dependent protein catabolic process; GO:0044238 primary metabolic process; GO:0044237 cellular metabolic process; GO:0071704 organic substance metabolic process; GO:1901575 organic substance catabolic process; GO:0008152 metabolic process; GO:0030163 protein catabolic process; GO:0009057 macromolecule catabolic process; GO:0044260 cellular macromolecule metabolic process; GO:0044248 cellular catabolic process; GO:0006508 proteolysis; GO:0019538 protein metabolic process; GO:0043170 macromolecule metabolic process; GO:0009987 cellular process; GO:0009056 catabolic process; ,,,,,,IPR016072; IPR011333; IPR016073; ,"SKP1 component, dimerisation; SKP1/BTB/POZ domain; SKP1 component, POZ domain; "
c191234_g2_orf1,coral,len=143  frame:3  start:510  end:938  puromycin-sensitive aminopeptidase [Saccoglossus kowalevskii],0.808,0.79,0.852,0.642,0.717,0.669,1.45,1.582,1.778,1.208086785,0.474844075,extracellular,,,,K08776,,,,
